"LocationFindLocationLatitude","LocationFindLocationLongitude"
-38.15198379,176.2578733
-37.013225,174.956511
-43.8729536,172.3005172
-44.55752442,174.9254393
-37.0247539,175.9469046
-36.9051844,174.6773711
-37.50670036,175.8428254
NA,NA
-37.63126,176.179648
-39.086944,175.652222
-39.924573,175.051901
-36.3315028,175.4716658
-36.9456416,174.5966067
-44.49650609,168.7438162
NA,NA
-41.115613,174.82714
-39.54936062,174.5440614
-41.08585299,172.7328804
-45.0809401,168.7979705
-41.256273,174.859542
-37.62936687,176.1855421
-36.832731,174.887962
-37.8219359,174.8088267
-36.95553,174.468523
-36.955601,174.468609
-45.1913491,167.8278369
-35.7508306,174.5526718
-43.569281,172.767662
-36.780198,175.043022
-43.600574,172.721615
-43.5671589,172.7597415
-36.720186,174.557582
-40.2369996,175.5978989
-41.96842866,172.6946122
-36.834739,174.743527
-35.4486859,174.7322293
-44.0373804,171.797064
-37.230309,175.392236
-36.816667,174.983333
-37.003,174.603131
-39.142959,175.593687
-41.38798,174.87119
-36.909372,174.645054
-37.0233302,175.9400054
-36.8555827,174.8939265
-41.4618778,173.3700077
-45.092191,170.967967
-38.208916,176.378117
-36.623418,174.76806
-37.400862,175.148978
-41.968758,172.690729
-35.796549,174.408786
-43.390805,172.703523
-41.3342753,173.8736715
-36.875,175.089798
-40.758689,175.138604
-35.615512,174.530354
-41.105913,174.85505
-37.040823,174.499281
-39.153977,175.633827
-43.49594344,172.6423119
-38.33283418,175.5441583
-36.817328,174.719617
-36.8905923,174.8595567
-40.351665,175.596583
-41.337017,174.772106
-37.3195987,175.5129591
-37.8210175,174.8099404
-38.69028596,176.0767027
-36.838141,174.422207
-35.78231,174.374485
-41.1115937,174.8492637
-43.595065,170.262581
-35.819297,174.493214
-41.2591662,174.9063357
-40.3471141,175.6810003
-39.2927433,175.5579452
NA,NA
NA,NA
-37.36854,175.067963
-37.2555341,175.6452902
-40.995696,173.005389
-45.897338,170.3349766
-41.449,172.521
-38.148055,176.276671
-37.8192969,174.8169192
-45.094873,170.988568
-38.7153881,178.0703488
NA,NA
-36.543333,174.7
-44.731169,168.021164
-43.8573193,173.0197098
-39.0737948,175.6631695
-39.49634062,176.9188481
-37.8000039,174.4199973
-37.693731,176.299234
-36.96864944,174.8588034
-38.3840405,176.0480149
-41.34566,174.784955
-40.934782,172.972906
-37.290832,176.2706647
-44.73675079,171.0139698
-42.2120315,172.6926177
-45.93676035,169.4063201
-37.618852,175.029121
-36.3422326,174.7849262
-38.3637582,176.0013458
-43.888015,170.523823
-43.4843998,172.7234408
-37.95012547,176.9921151
-36.847539,174.70987
-44.091891,171.244637
-40.5096631,172.8736687
-36.8124254,175.7431777
-40.8770031,174.9180045
-40.2765304,175.2225315
-40.962465,174.955988
-45.457327,170.836346
-40.850123,174.99586
-43.5202805,172.7119304
-43.188797,172.2346771
-37.067434,175.088786
-36.81342534,174.6334286
-43.8821022,172.9412444
-40.55543,176.4891005
-37.6661007,176.2236202
-41.2693301,174.902835
-46.081321,168.601207
-38.267565,175.026988
-37.7741604,175.2729091
-39.154298,175.682542
-42.86807285,171.6876104
-41.255451,173.27194
-37.141718,174.690491
-41.23360417,174.7982781
-36.9533231,174.4686776
-36.85813,174.77321
-44.293333,169.461667
-36.84876658,174.7622266
-37.56029232,175.7556449
-38.120761,176.263858
-41.27395468,173.3773264
-42.296667,171.820833
-41.092392,174.783859
-36.7798726,175.025097
-41.345044,174.77283
-39.3313762,175.5252825
NA,NA
-41.06531434,175.1097203
-39.2908512,175.5624558
-43.50209,172.529032
-36.89827662,174.7653062
-44.461166,169.342172
-35.4137544,173.7900352
-43.75584424,171.216657
-45.03609683,168.6434115
-45.849494,170.589081
-37.6938493,176.1645249
-35.4138172,173.4058041
-37.011761,175.509318
-36.801382,174.916763
NA,NA
NA,NA
-37.1175638,175.5256964
-37.6638399,175.132621
-44.8766045,168.1281735
-41.6319474,171.0733299
-37.469045,175.983349
-43.60990941,171.3823901
-46.568456,168.342633
-39.25229441,175.5594867
-36.9928532,174.862033
-41.1249956,173.3999998
-43.527208,172.631646
-43.4162733,172.6453381
-41.24166644,174.8750033
-39.129582,177.184749
-38.097431,176.275646
-37.1559258,175.5908448
-43.6550312,169.9949144
-43.643029,172.695319
-36.988559,174.8484455
-36.946113,174.843983
NA,NA
-39.1712769,175.5700175
-43.6048544,172.8327227
-40.544363,175.195468
-41.2055707,174.9238137
-36.808247,174.930621
-36.81782,174.741639
-38.752966,176.069151
-37.218496,175.046932
-37.694963,176.26166
-36.8354321,174.7410637
-37.024758,174.550378
-38.662163,175.576667
-38.2361646,178.3308275
-41.848498,171.70711
-36.98683045,174.8372918
-43.585384,172.787552
-42.4851024,172.8418094
-43.5527323,172.672023
-36.09877221,174.3616098
-36.85006974,174.8228311
-41.2916694,174.8972862
-38.2058962,176.3763003
-37.6887171,176.2771037
-39.0574861,176.1125559
-37.7234857,176.1435543
-36.79486,174.870518
-35.8383352,174.5199983
-36.8536335,174.6084417
-37.811768,176.524856
-36.934478,174.787202
-44.5235984,168.8284524
-43.1293498,172.3375363
-42.51685097,172.3873944
-37.6925562,176.2650618
-39.2085001,175.6772857
-41.28548,174.784139
-36.439401,174.780346
-41.27746075,174.9051846
-39.8697064,175.7313654
-36.914723,174.448438
-36.84452801,174.8639914
-37.655885,175.20236
-36.8421629,174.4093306
-45.774102,167.557039
-41.3456623,174.969383
-41.2787671,174.8510747
-37.6355315,176.187471
-41.2273,174.871974
-36.366667,175.45
-41.2490545,174.9282995
-37.67134982,176.1819876
-37.69843012,176.1994062
-41.1,174.4482
-41.297982,173.279505
-35.82047824,174.5176875
-41.1091011,172.1007843
-39.3206192,175.5323302
-37.0631944,175.6708651
-45.783352,170.70016
-35.7917716,174.4484376
-35.8900005,174.5496572
-39.950004,174.9666631
-41.278572,174.903899
-36.3451277,175.5294725
-44.387535,171.246976
-36.95833611,174.4583282
-36.8536335,174.6084417
-41.2143459,174.1594998
-35.8500027,174.5333317
-36.804867,174.390313
-46.482792,169.737053
-41.222724,173.973908
-38.15237844,176.2579365
-37.0333156,174.6991293
-36.792385,174.821079
-36.835594,174.746698
-39.1374328,175.6470924
-38.00661498,177.287058
-35.7665014,174.3841528
-40.3496671,175.1453276
-45.48210063,167.6098282
-39.2999674,175.5592286
-36.601874,174.88956
-34.7832412,173.4009863
-36.637614,174.762909
-44.8020096,168.0951348
-43.912871,168.963145
-37.6315411,176.177093
-40.66309475,175.3367631
-41.542,173.107
-37.13946306,175.5395836
-37.94308059,177.0159264
-37.661984,176.168769
-41.2865603,174.7749053
-46.054365,168.885896
-36.909715,174.7634596
-44.700107,169.050139
-41.232425,174.872795
-41.26932,174.90689
-39.15056214,175.6322536
-44.6268698,168.4680857
-46.567195,168.016609
-43.262169,170.359641
-39.5081281,176.8899904
-38.675526,175.92385
-41.284548,174.865777
-38.0389312,176.2606334
-40.676996,172.686005
-36.85720033,175.5834113
-36.98815865,174.8492672
-37.410066,175.954588
-41.315615,173.193552
-39.06052429,174.0209447
-35.402744,173.486159
-39.04966163,176.0189325
-36.576014,174.636546
-44.4763148,168.0724102
-42.911815,171.51969
-39.610222,176.968372
NA,NA
-41.22976782,174.8854847
-38.1326842,176.2556683
-35.2887854,174.1411065
-43.623536,172.730745
-41.2376537,174.872514
-39.48333177,176.9333309
-45.832462,170.499734
-37.130283,174.798475
-35.842411,174.527421
-37.034258,174.700849
-35.808667,174.5020014
-45.13916486,168.7675765
-37.7947196,175.2926854
-39.1542823,175.6326816
-38.6996002,177.0415038
-43.4212304,170.5120688
-41.315235,173.313405
-37.6818571,176.1755782
-36.6012317,174.8894545
-35.6308292,174.5150102
-37.0300288,174.7039464
-36.9140992,174.835781
-41.294044,173.37364
-41.1166637,174.8493345
-37.8838375,176.0213512
-43.56800011,172.64383
-39.1660297,176.397016
-45.908975,170.515887
-44.81650373,168.135045
-39.930556,175.048549
-37.983134,175.294529
-36.855578,174.734208
-44.9068334,168.0324978
-36.7133583,174.6842631
-38.9844322,174.2313171
-35.8876782,174.4660913
-36.849857,174.845041
NA,NA
-37.54483527,175.7769282
-37.490308,175.937498
-41.83279354,172.8166536
-39.296869,174.06297
-42.40064237,173.7044911
-43.9144986,169.4499955
-37.5261594,175.7509937
-36.609522,174.823245
-46.02145049,170.4165224
-39.66044872,175.1574687
-35.644737,174.29593
-37.13858381,175.194319
-45.106668,170.9733283
-39.2943314,174.0842731
-45.925832,170.202018
-41.2741644,174.7878339
-41.2536711,174.8845011
-43.560243,172.5913399
-41.1576329,173.417397
-37.33967294,175.5895519
-42.401378,173.680838
-38.143029,176.224267
-41.308406,174.807978
-41.29667,174.8116664
-41.728855,171.588216
-46.011852,169.622826
-38.7080033,176.0271715
-37.7751718,175.2751312
-41.4745289,173.3628937
-42.7008404,171.9879494
-41.888756,172.748744
-37.6758863,176.1701204
-44.8155034,168.130804
-45.38523165,167.6191586
-41.2299418,174.1420091
-36.75696983,174.7397812
-37.789108,175.291172
-36.91345104,174.8398063
-41.152707,173.96378
-36.7833345,174.9833363
-37.5410721,175.6904335
-36.7025,175.611389
-39.27707096,175.5911754
-39.132298,175.655772
-38.1739935,174.66745
-39.7879973,175.1419943
-40.5003293,172.67183
-41.423688,174.896319
-41.34816798,174.6478341
-36.894819,174.440355
-37.6922186,176.2648883
-40.91699799,175.1555209
-37.74627733,176.1321853
-39.4926696,176.9150032
-36.9726184,174.8809172
-41.2538353,174.6166719
NA,NA
-38.70568739,177.0638593
-44.7500024,168.9999951
-43.5714268,172.7684181
-38.6627876,176.0860383
-38.152911,176.256603
-36.622961,174.767953
-39.18277039,175.5635833
-43.5872522,172.8102637
-44.79116249,167.7548942
NA,NA
-39.16933333,174.9558333
-41.3455019,174.7796609
-41.31321182,174.8153738
-42.77319212,172.2519041
-46.11621131,166.631713
-37.630856,176.171323
-36.9333313,174.7916687
-43.62519,171.4093977
-36.894985,174.446696
-44.55314168,168.1340511
-44.396181,171.267239
NA,NA
-40.90775711,174.992778
-39.96696219,176.0717127
-36.870949,174.911747
NA,NA
-38.6169372,176.1392925
-36.418228,174.764126
-36.7288706,175.7021126
-44.7065283,168.3230065
-37.773669,174.908675
-46.541697,168.127846
-46.16666667,166.65
-36.877678,174.916897
-36.965658,175.059334
-38.647887,176.0890975
-43.226279,172.083429
-39.072817,176.966591
-43.563736,172.768189
-39.2990179,174.0646305
-44.3419006,168.3220484
NA,NA
-35.61404225,173.5180691
-40.45642529,175.2247365
-36.858544,174.814298
-36.978033,175.601949
-43.2452086,172.4522659
-36.677838,174.448912
-38.192714,175.200121
-41.36366612,174.7158346
-41.3483456,174.9295659
-41.2875289,173.2721083
-40.983745,173.037071
-43.566312,172.708672
-41.239478,174.23226
-38.6486639,176.0900385
-43.72240474,170.1082904
-38.869192,175.715398
-46.0647872,170.2238974
-43.9720589,168.6197128
-43.30330727,172.5901306
-36.900202,174.951544
-37.042448,174.92229
-43.7299471,170.0883473
-36.94544286,174.526742
-37.7499111,175.2342491
-35.2069451,173.9836434
-36.853564,174.902665
-37.250783,174.7383
-36.829542,174.441461
-43.472389,172.622928
-41.17230752,174.9811434
-39.6497186,174.8145983
-41.3276658,174.8466632
-38.7403752,176.1416926
-44.48352182,167.9335823
-36.83833048,175.1533353
-43.506291,172.7317035
-41.8891574,172.7492804
-37.625594,176.424939
-41.112184,172.965154
-41.4588355,176.0088337
-37.648762,176.160965
-43.538236,172.656792
-38.4349961,174.7349943
-36.545036,174.7099
-41.0833308,174.8333283
-44.53416185,169.3462332
-39.2093055,175.679088
-40.7270043,175.5293391
-41.184674,174.944051
-40.892453,174.983427
-43.6020523,172.8255192
-43.8041607,172.0935696
-37.64698424,176.1917568
-39.2329,176.01392
-36.398004,174.739351
-43.57096,172.7603703
-36.91019318,174.7591717
-40.2432152,175.8684951
-43.5146671,170.1186703
-36.0834797,173.8563472
-41.2782507,174.8490184
-39.957482,174.978385
-40.90627319,175.25471
-36.8333318,174.4250021
-37.038072,174.507417
-43.3514945,171.6760054
-35.4333338,174.4983355
-41.304054,174.835439
-37.25484312,174.7325072
-44.2740318,171.3316978
-39.1262289,175.6584126
-41.25766817,174.8983307
-39.235247,174.03706
-42.7212745,170.95059
-41.235834,173.0863354
-40.8333347,173.8333308
-45.7028995,166.9470198
-38.3520507,175.0848261
-41.630668,175.624665
-35.056489,173.731527
-45.8204293,170.6403359
-39.134695,175.655242
-43.6089466,172.746948
-44.74343733,168.3114105
-37.444857,175.7208876
-38.9728223,176.1793778
-40.911892,175.334451
-40.90285,173.059
-41.1008345,173.9261706
-45.876224,170.697284
-42.9874177,173.0710089
NA,NA
-45.88029998,170.5063531
-41.27009,174.88073
-36.9015442,174.7576937
-37.73737833,175.2507003
-37.955316,176.983082
-44.6503302,170.9786849
-45.481728,167.610713
-39.135278,175.649444
-38.15856458,176.225773
-38.083336,174.766668
-41.342626,174.787232
-45.2559128,168.5545933
-45.10595743,169.0022738
-39.247488,174.092048
-41.256821,174.862096
-39.99966456,175.0001367
-38.7958828,175.8948042
-35.115662,173.273838
-38.1225,176.2375
-44.666175,168.894679
-43.8121682,172.9575016
-38.328648,175.1580874
-44.3743569,171.1924747
-37.624438,176.420969
-41.278352,174.763219
-36.8109484,174.6754021
-41.444939,174.860968
-44.39158087,168.2176455
-45.9369165,170.4899988
-36.8796193,175.0346622
-43.5570049,172.7610447
-44.9247694,168.8385608
-36.914856,174.94656
-36.853633,174.608442
-36.6809524,175.587426
-38.8849025,174.5789731
-41.2808354,174.7816637
-40.93544235,175.1561562
-40.79372376,172.4582957
-35.388289,173.48349
-40.8916628,174.9648278
-38.690831,176.069325
-37.77994385,175.2800007
-43.35888,170.131047
-38.210389,175.844442
-39.992169,176.06783
-41.2195342,174.1387502
-39.1336239,175.6545265
-38.55632964,176.9826402
-37.1998321,174.9008621
-46.566121,168.344344
-44.6466891,168.8713263
-37.5990472,175.9475813
-37.4222463,175.720577
-38.1208928,176.8166821
-43.55932548,172.7353685
-41.282285,174.765973
-37.20416937,175.877043
-43.524996,172.634775
-43.8160328,172.9131575
-37.78020221,175.2440284
-40.217996,175.8919294
-39.6397023,176.8389654
-41.3057506,174.7622743
-38.9885938,174.1130765
-36.7850021,174.6699959
-43.595067,170.141445
-39.2291628,174.8925003
-43.623192,171.4101073
-37.205358,175.8870694
-37.607004,176.022505
-43.227002,172.2263429
-37.65367,176.0658339
-43.475503,171.429997
-36.750003,174.8749969
-39.2554855,175.577367
-38.86127975,177.8995061
-39.317579,174.320639
-41.1360168,174.8422651
-36.8400043,174.9249967
-39.775776,174.781937
-37.032163,174.526667
-41.13632435,174.8712369
-41.1302511,174.1736007
-45.9338808,169.4014883
-43.6129583,172.7218982
-37.058503,174.889123
-36.817956,174.766963
-41.2293919,174.8715385
-35.6857178,174.3366964
-41.2173314,174.6880026
-39.042918,174.1133855
-36.187234,175.341303
-37.382758,176.100552
-41.818833,171.23
-39.055965,174.042455
-44.867828,168.528928
-41.40929,174.870094
-37.8177907,174.8204949
-40.7145707,175.0800263
-37.238889,174.7325
-36.869844,175.077446
NA,NA
-43.4876763,171.5456568
-38.0031955,175.3225104
-39.2922009,175.5592587
-39.107886,175.652473
-39.5431532,173.9882849
-36.95514,174.466107
-41.0100504,175.6672841
-39.236907,175.556688
-37.9900446,177.1493741
-36.83333083,174.9999993
-40.9115649,176.2173036
-41.1564599,173.412932
-41.1354521,174.8766806
-43.575002,172.769036
-44.927635,168.808822
-36.31333,175.218331
-41.62916463,173.1694664
-41.2694356,173.2589599
-45.2567668,167.7279259
-35.1797191,174.3304784
-41.283805,174.858161
-41.18677,174.9464776
-41.3668327,174.8503292
-38.08026,176.2660259
-40.854971,174.915167
-43.5854013,172.6757971
-46.420836,169.79445
-37.504501,175.860002
-38.6891511,176.063665
-39.0291647,175.8156678
-37.704622,176.1292277
-41.28668,174.830962
-36.36666344,174.8399971
-41.3143329,174.8276263
-36.8233372,174.7366637
-39.0746084,175.6598945
-37.0260807,175.6758246
-39.30887,174.079916
-34.3662274,172.9767264
-37.7411095,176.4768194
-34.8978649,173.0842774
-41.286858,174.778873
-45.1806696,170.901005
-37.956784,175.480622
-43.714098,170.07901
-43.409074,172.655533
-41.29028834,174.7173852
-38.066988,176.281271
-43.939314,169.208598
-37.28816544,176.2048389
-39.0304258,175.7370008
-41.0674961,174.8468371
-37.79274,174.873893
-35.952755,174.505583
-41.2564997,174.824664
-38.0268636,175.8170904
-37.3921847,176.4597954
-43.181218,172.348628
-39.1934309,175.6723369
-37.22452,175.8916766
-37.789914,175.299736
-43.9450104,170.5015295
-35.0263326,173.9364989
-36.899295,174.59252
-36.96720451,174.8217795
-43.58995,172.774506
-45.963226,169.953051
-36.5703748,174.6948528
-39.299976,175.624348
-43.1714231,172.2841793
-46.3929972,171.5948321
-45.81620477,170.4264227
-36.96371331,174.8400944
-38.194244,176.416923
-41.3088326,174.806329
-36.293584,174.806874
-37.6579913,176.2144069
-38.144224,176.247915
-38.717738,176.058403
-40.767322,175.454621
-36.544688,174.703271
-36.94667047,174.7500047
-41.3197252,174.7725434
-36.2992086,174.3804877
-44.9328344,171.4189942
-37.7995459,175.2988878
-37.837871,176.078855
-43.3596862,172.0508508
-39.009003,174.417029
-36.53124458,174.2555437
-38.07013028,176.0078293
-44.8100304,167.7835044
-41.284985,174.785127
NA,NA
-35.2719039,174.0795204
-37.79036269,176.1795625
-36.854917,174.701959
-43.6718638,171.1474614
-39.1324763,175.6550733
-38.704367,176.0336404
-41.80215959,172.8215439
-38.0809545,176.2766683
-36.7355247,175.7350851
-38.1395752,176.2276623
-39.4208326,176.875
-39.2471414,175.5582449
-42.5557391,171.9534496
-41.068096,174.851638
-38.886465,175.242532
-37.76867063,175.2343823
-43.5063114,172.7327426
-37.854949,174.596834
NA,NA
-43.8588337,170.0554997
-36.9499995,174.7583351
NA,NA
-43.569854,172.620996
-39.0556448,174.0736326
-43.0001711,174.0224954
-36.317596,174.790308
-41.27166904,173.2591717
-37.143056,174.986667
-37.666771,176.159422
-41.1976271,174.9568999
-37.8932343,176.206804
-42.401505,173.68101
-38.880352,176.034807
-36.9408927,174.8562535
-43.635268,172.686142
-42.1122763,173.8562855
-43.497528,172.607006
-36.48,174.8
-38.194214,176.331401
-37.8971803,175.4770673
-41.29410418,173.357855
-36.5867599,174.6969101
-40.30932649,175.7760462
-43.54947969,172.6384797
-39.2772827,175.605093
-38.16614923,176.2784626
-43.61303,172.6902472
-36.4745018,174.4047977
-41.28057762,174.9176335
-39.625378,176.986052
-37.635027,176.176359
-41.2725331,174.0065104
-36.83175335,175.6956396
-41.288667,174.78
-41.850908,171.709805
-41.89103,172.738051
-40.98414677,172.1037083
-39.288707,174.076673
-41.8128962,172.0563352
-35.536663,173.353329
-41.4030288,173.6460305
-35.345603,174.324424
-44.8647484,168.3846133
-40.86282985,175.0179954
-39.4766656,176.8999959
